"key","Age_in_years","Bike_Type","Brake_Type","Brand","Cassette","Chainrings","Color","Condition","Crankset","Department","Drivetrain_Type","Features","Fork","Frame_Number","Frame_Size","Front_Derailleur","Gear_Change_Mechanism","Gender","Handlebar_Type","Item_Weight","MPN","Material","Model","Model_Year","Number_of_Speeds","Rear_Derailleur","Saddle","Seatpost","Shifter_Style","Shifters","Stem","Suspension_Type","Tyre_Type","UPC","Vintage","Wheel_Set","Wheel_Size","context_identifier","currency","execution_id","feed_code","item_ranking","price","record_create_by","record_create_dt","site","source_country","src","starting_bid","title","total_bid","type"
"","0","Mountain Bike","Rim Brake - Mechanical","Giant","","","Metallic","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Medium","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","70","AU $670.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134140095831?hash=item1f3b5f6d57:g:IpcAAOSwVShinfdk&amdata=enc%3AAQAHAAAAoF3mNgTN24wpuQrjM2CWgvq5ARf34KxqFBQgWrQJa1M%2Fj1O43nvp00o8Z1OgZxmAyWh3MvPVKZLWK0pK7r6uHEXIjtAtQ5c0%2FCUqj4CkRS6M8tIoFJ4fR3WXhnYObpddLYrtvVjT5JAauqxT1bTQN6Z5SlShpuzpvtsRCvykisMGmmPB9HooeeBoXXxzVmW1xf71HoFJJDfkTh73Y%2FLy7N4%3D%7Ctkp%3ABk9SR8D7pvD8YA",""," GIANT TALON 4 MTL 29 M 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Knight Shield / Reflective Rosewood","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","PROPEL ADV DB 1","2022","24 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","71","AU $5,486.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141758523?hash=item1f3b78cc3b:g:LscAAOSwCNJioIg~&amdata=enc%3AAQAHAAAAoP81%2Bar5gC37UU89lyMnG8ae05wxoWIDwcJI%2FW25MjhCSKeuSh6jsB%2FeGdPLFEWHaRHUoDQ1XF8MRa2e1Wklkz9R8AcBmMtn1CT7%2BI4zLUSDT%2BOHPIWfLcERc0AKZp8PsB9UjwjkDqf%2BtUqZceMhgOcoG1mu%2BD1dXGqc2T5%2FsCJm6DGFHF%2BIpM4dZ7kIQ5PZPOVUFXcSnBNvTwzyEwvdPmk%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT PROPEL ADV DB 1 L KNIGHT SHLD 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Mountain Bike","Rim Brake - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","72","AU $670.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134140099873?hash=item1f3b5f7d21:g:mWsAAOSwsodinfl0&amdata=enc%3AAQAHAAAAoIOrIQU6c2wMG6ROuS2LQJ88EWJxK48W%2B%2FcXVB6OiAkPhs34V3cfRhYBKjXQFZ1jjMIUKtV3LE7rcGRe2XZPqDyWeCUkCmiGklOMPMhuK3iB1DQDz4s2Ycj9n8ert3R3qhQUmPi9yHj5tuTxpDFpYoNmgX4OFWIbMcpUqowv%2BKSjfGStYxjIis3PR1MZqJpvq1gfxU8Nuf3OTHnzc5cohgw%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TALON 4 MTL BLK 29 XL 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","1","Racing Bike","disc hydraulic","Giant","","","Matte Rosewood / Matte Carbon / Gloss Unicorn White","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADV PRO 1 DB","2021","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","73","AU $4,558.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134132505687?hash=item1f3aeb9c57:g:YykAAOSwUUFik35a&amdata=enc%3AAQAHAAAAoLsABKUd13qcW5KibbTIJQmV3TYvcduocWffV9%2BQvJJ0j%2BFGa5bbc22DbOF1hiF6kYfzUmuPIuRGgxA5lEp4HQ1wKlzLwRs8YXRKiboP90RO30kIq%2F%2BSEDdGInd6hMHmLn5MWvePnbT2auTYD4MH989xye404oyS84ZINvNJSR0538YS%2B3lISVfdefHexXT27PMjeblHNOtB2NJVEJyzzzc%3D%7Ctkp%3ABk9SR8L7pvD8YA",""," GIANT TCR ADV PRO 1 DB XL  ROSE/CRB 2021 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Amber Glow","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Small","","","","Drop Bar","","Does Not Apply","Carbon Fibre","GIANT TCR ADV 1 DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","74","AU $3,358.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141772167?hash=item1f3b790187:g:P7AAAOSwGTpioI~d&amdata=enc%3AAQAHAAAAoIRVKaogJtwVpNUyjldXM4rohaqg54eEKDTtJnKGiflTfacGqB23bW1MxuVs0Fnv%2BRgeP1j9VPY%2B1ZGnWos8cUhQSgbyezSD5c53PZoDlV9SbpafvI7%2F4YM%2FL8lz6pmc3D8ubiyAalu2xGifjXQdlO1qZm4s3MU33q8dZ7VstUcbeQ22%2FrkTI0%2BPM2oduz6UeEe0ldWdek3rXJLV15siVVo%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV 1 DB-KOM S AMB GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Black Chrome","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADV 1+ PRO COMPACT DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","75","AU $4,158.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134140060625?hash=item1f3b5ee3d1:g:NNEAAOSwWuBinezu&amdata=enc%3AAQAHAAAAoINVZkGUolZ8y%2Fe1s9%2FWBexG%2BtqO%2FGfku3Y9uqB8Sa%2BWaun4jH6deVJRJRPIcxQM3Mb60mmlC39lLoEFxlNNrp76dT4OQf4uaXNN9BeJctd3BHxk%2Fdt8fvCx3NlxhffuqjQTi6OlTAm6oKfv0BZhgW9S9GmFiAsHtq2qL1qoEwn5wKjnBJxz6XNzrR1TDh0%2BLmsW5Aj3ki1J0NvzyQquIrU%3D%7Ctkp%3ABk9SR8D7pvD8YA",""," GIANT TCR ADV 1+ PRO COMPACT DB XL BLK/CHM 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Carbon / Knight Shield","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADVANCED DISC 2 PRO COMPACT","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","76","AU $3,038.40","ebay_australia_bike","2022-10-17 17:36:51","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134133383830?hash=item1f3af90296:g:MfEAAOSwNmNilMHQ&amdata=enc%3AAQAHAAAAoGoPUMFFW2lE9B5B0F0QGZNBJhvWrniSMbLzfRmFX78jSUF4X%2F%2BTnnd5l7haoR0sY0T9HMLOauD2NW7REy9sViNxvFnNEgmRvJueD7c%2FstUq1v%2FxQ5iXyxHgx5by9kgFx%2Bxy%2F%2BLkndCqASpraMRag%2Fgq%2FeVK2OvGRFBv6Q0ZBmcqOnRWlqtdarI1x3ZvZJ7e%2BfZCblCC8VB41o8G%2FKMFVyw%3D%7Ctkp%3ABk9SR8L7pvD8YA",""," GIANT TCR ADV 2 PRO COMPACT DB L  2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Black Chrome","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADV 1+ PRO COMPACT DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","77","AU $4,158.40","ebay_australia_bike","2022-10-17 17:36:52","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134140054123?hash=item1f3b5eca6b:g:9u8AAOSwJL1inexf&amdata=enc%3AAQAHAAAAoOkQze9A4Pvm0dFz75SQkqxjpo8k7lA03uG%2F2iQLbPupNQsjc0AiSX1fEXc8qUi5ELi0j2YmgWpaNNeibPcFn1TaVUtzfEc4AOZ3OjZ%2FskI0RvUH5kZU4mZHgcSEeV6xeeTnn4Og4ChLjoTOT75MqSaHLR8sF0y9S3gzZe%2FFsSMmVAOMTLtKddDhXYZtgf5egmQj8VGLgVkQaB5aIgxZl5s%3D%7Ctkp%3ABk9SR8D7pvD8YA",""," GIANT TCR ADV 1+ PRO COMPACT DB L BLK/CHM 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Mountain Bike","Rim Brake - Mechanical","Giant","","","Metallic Black","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Metallic","","","","Drop Bar","","Does Not Apply","Aluminium","Talon 4 29""","2022","","","","","","","","Front","Clincher Tyres","","","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","78","AU $670.40","ebay_australia_bike","2022-10-17 17:36:52","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134140096320?hash=item1f3b5f6f40:g:2tYAAOSwLcFinfeU&amdata=enc%3AAQAHAAAAoLoSUhA3PHTYwrfWOCVtPrcGycMAva3qYZVid9DEl2XpRi%2BMP7uIcah3JPgiUPRouhepWNiG67hYeaTNz5Lp955R1MGMJDLE4zlOd7XhSBcazMuckng%2BcjGWUIvut6ONMCHroDCzq2FIq45g1kH97lASBPTHLuE7WJb4DHRq3MT0yRz5nkt1ERHYx23hNJWF1MrhfCy%2BDIQmcBy2QNNIkcc%3D%7Ctkp%3ABk9SR8D7pvD8YA",""," GIANT TALON 4 MTL 29 XL 2022 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Amber Glow","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Medium","","","","Drop Bar","","Does Not Apply","Carbon Fibre","GIANT TCR ADV 1 DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","79","AU $3,358.40","ebay_australia_bike","2022-10-17 17:36:52","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141773405?hash=item1f3b79065d:g:umEAAOSwv9pioJBG&amdata=enc%3AAQAHAAAAoPw3r4HABTCkDgEJrMc3EH%2BZnghK5n%2B9lGFWuhgRT%2FAvdCvQiZiP47FeIDqYkCSGCjHPnlPmiHn6EJloH1lLVM5buibLk8cEqHBCtRV8%2BFPUd1kpXtTK037VQU2gvibow41NZYoUa12yh9Ez2bv0X3%2B569QsLUc%2B8dU8bRsk0xkh695g6jzOZnOvpyaz3v46M4bxZMrMsxdmup9stVpDyB0%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV 1 DB-KOM M AMB GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Carbon / Knight Shield","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADVANCED DISC 2 PRO COMPACT","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","80","AU $3,038.40","ebay_australia_bike","2022-10-17 17:36:52","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134133384746?hash=item1f3af9062a:g:nT4AAOSw6AhilMJH&amdata=enc%3AAQAHAAAAoMlyB8SE4QkLQ6yJeHHdanzo%2FXIpfPRQGt%2FV3gQV0mRRYD11WBveMbW3BSMTODPxz6h9JKZ2jXNBTxKJkdV29UI6UNqckZQGCTcQtK%2BiLIRleQ6%2BiZ0TIkUfjhsR5uVZrbp50IwxvHDppra%2BQ3q97SGINJhP6tp9LJVgFQoitXV7Xo%2BtQgqcspJWgNKU3LGZ5U%2Fx7Natbo1FvvHJoqj%2BPUM%3D%7Ctkp%3ABk9SR8L7pvD8YA",""," GIANT TCR ADV 2 PRO COMPACT DB XL  2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Amber Glow","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Small","","","","Drop Bar","","Does Not Apply","Carbon Fibre","GIANT TCR ADV 1 DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","81","AU $3,358.40","ebay_australia_bike","2022-10-17 17:36:52","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141777812?hash=item1f3b791794:g:8m4AAOSwPPxioJGu&amdata=enc%3AAQAHAAAAoL15c4UDoM6LQmJhS76TxwyS%2BQ80FsfD%2FP7CFNUSlx2oQZFPYu%2FNNSj4n8eapx3LE66zJ3BGjfkNVbsEPt37HyugvUJ4rIrO0raaVOR27RK%2FklZzb%2B8qKykmRbzF3v12GHsFzzj7v1S1JL%2F3f6wJSAl9vuGZfy05Yw3ZGYXXu2lYgmTRNEjgq3enSLQlSVYvJhMWDcC2e5004abt2L4FUhs%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV 1 DB-KOM XS AMB GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Amber Glow","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","GIANT TCR ADV 1 DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","82","AU $3,358.40","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141776858?hash=item1f3b7913da:g:d28AAOSwtmtioJE2&amdata=enc%3AAQAHAAAAoCl0Re2R5mqMbdkcUAXCRbYTjZpY9FopJ5XjhPrFRLut9%2FDnLwUZtvEHHpPC3w9Y4EjOP0z5lng8aDGqmlymHmGrTbp%2BumZPzypBYdxXmDzmrwpykbyyeqtDxdPD2jXiAab3OpPMUBwkdHx5EdOZZpawbvyfdtBtsT%2BMEvm6V81%2FhYDBAHuqLZD2RJbFQFvexx6nhqDmUISqsLDeL0L7A3Q%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV 1 DB-KOM XL AMB GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Amber Glow","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","GIANT TCR ADV 1 DB","2022","22 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","83","AU $3,358.40","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141782842?hash=item1f3b792b3a:g:AsUAAOSwR9dioJOw&amdata=enc%3AAQAHAAAAoK7SAXkmqBvfHfByutKlA6cq4NA2fYZwpqFiYEPtJtNzQ6UGobGjgxwTCBc4aTp6bNK4lQyIn2xf606wJIQoDYFJpLA86n71FaxUGSvZvZ%2B5iIyMLK2r7OIVeoYFMUcVGATjCM9cSzhnePqC7QoosUUvXA7Sk1dPEzIIlFcQs5l%2B7w2BXto4I8igGOx1UfimlglXx%2B82LFbuphyqj8G5FQY%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV 1 DB-KOM L AMB GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Gloss Amber Glow / Matte Carbon","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Small","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADV PRO 0 DB AX","2022","24 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","84","AU $6,958.40","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141790583?hash=item1f3b794977:g:jQ8AAOSwP5hioJds&amdata=enc%3AAQAHAAAAoKJiis7lFcyTrj7Rf9jCNK79rtNqInXDApuHbXo46cLJDqO7wI3EJiKyh9xbbD7D3h0JcbIHJkWhu7oVwlN9d94mW9YuJJlWM52zPTg3epFx4nRmsg%2BeLL8xRthG1z%2BAv%2F7YMBdESHk3bL%2FRkmntCtOeUEDIL4cuK1X3pAkTEszePMyF5RnKAI29nIoGl3weRzJ1XVmDaGkVJ4jINROQlcs%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV PRO 0 DB AX S AMBER GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","","Kids Bike","","Giant","","","","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Girls","","","","","","","","","","","","Aluminium Alloy","","","","","","","","","","No Suspension","","","No","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","85","AU $125.00","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/175315548141?hash=item28d19ef7ed:g:nxEAAOSw6JNipUd3&amdata=enc%3AAQAHAAAAoBE9WdEo%2FZobo01HmUqUUNSPIq2HEC8x1F7uEsQh%2BYeUsjz3Ho0%2FvbX18JYNIAuoE1tQQDnh04oe4zd89aKdW8IHUCUzoy5Jurp7HFD%2BKV2%2FT4dS2XmGiJeg2BMYHLgRMNQwcPzfJAbdcNatw5fLMeXP%2Ff23nDOcNRSta0zzGt6sjuiDo6RJq5r3y5XtPjJWYfGg6JWNSPJQMr6zs4fKRKU%3D%7Ctkp%3ABk9SR7z7pvD8YA",""," 24 Inch Bike Young Girls","","Bikes"
"","0","Racing Bike","disc hydraulic","Giant","","","Gloss Amber Glow / Matte Carbon","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","X-Large","","","","Drop Bar","","Does Not Apply","Carbon Fibre","TCR ADV PRO 0 DB AX","2022","24 Speed","","","","","","","No Suspension","Clincher Tyres","","","","700C","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","86","AU $6,958.40","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134141790587?hash=item1f3b79497b:g:N3wAAOSw6fxioJdt&amdata=enc%3AAQAHAAAAoMdsBpOU4Dm8BMmS8P%2FBekEBkotRwcMJYoujU3ZIVM9d1UdxyAP08%2FwbMTzqsf0NKBsf8elrE0oQ4erM9nfa2zKFKX4GCafKc1Jwsot32E2GuN5n1Gcdgotcr5mMBk52azKQH%2B8Zc%2BIbqPU27e25d5wspeDkdTeRlIgyNlAZMukuBST1Cwe%2FgwNL%2By79lDhB9xLziIUttlu9ZhegrzBaTsI%3D%7Ctkp%3ABk9SR777pvD8YA",""," GIANT TCR ADV PRO 0 DB AX XL AMBER GLOW 2022 Road Bike - race Carbon Bike","","Bikes"
"","1","Mountain Bike","Rim Brake - Hydraulic","Giant","","","Blue","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable).  Packaging should be the same as what is available in a retail store, unless the item was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag.  See the seller's listing for full details. ","","Unisex Adult","","","","","Large","","","","Drop Bar","","Does Not Apply","Aluminium","TALON 2 29""","2021","","","","","","","","Front","Clincher Tyres","","","","29 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","87","AU $670.40","ebay_australia_bike","2022-10-17 17:36:53","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/134145879048?hash=item1f3bb7ac08:g:DrEAAOSwS2pipyXk&amdata=enc%3AAQAHAAAAoPdEpORr8kp5cebBF3uW6XvYMKZ9EofKK4pecOyyLMkzvFx%2BXFUwMKLSd1PlP0RNHa9T%2F68LpyGJcZBkeQr4b5YPlwTII7Nsur5ShE1A32iICzFmmx7Qi2BFR1RZIUaSa1mNRwcnXOjt3%2B4x85yxsBmDvPXfDbJIdutm6Os6EquKqt%2FkUeNZY817A%2Bpn%2FBCmEz6P417oRDTl%2Bd1lV%2BIScIs%3D%7Ctkp%3ABk9SR7z7pvD8YA",""," GIANT TALON 29 2 BLU L 2021 Bike - MTB DISC BRAKE Mountain Bikes","","Bikes"
"","","Mountain Bike","Caliper Brake - Side Pull","Giant","","","White","Used: An item that has been used previously.  The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ","","Girls","","","","","","","Derailleur Gears","","Flat Bar","","","Aluminium Alloy","Areva","","7 Speed","","","","RevoShift","","","Front","Clincher Tyres","","No","","24 in","Sporting Goods>Cycling Equipment>Bikes","AU Dollar","622154","AEID-5183","88","AU $200.00","ebay_australia_bike","2022-10-17 17:36:54","www.ebay.com.au","Australia","https://www.ebay.com.au/itm/354119051768?hash=item527323e9f8:g:Dl4AAOSwHrVisPjl&amdata=enc%3AAQAHAAAAoCo1cJYqtW9K%2BRutWgr63eAViHmCXDEwHq4d2f6%2FTeZw%2FSFhabNeaPl3MUx0PkBDQUFHG8ii1lsQ06gv2FU49p0loSZzQ2Svj7VP68KlNcL4ty0t6T4%2BYuVDvIEUZGuAfpNveqbP07pkAoLYzOXu8bWBXbC9kj4hyZcMzAX6RO%2B4Igl4EFB6SA0QdX6GqlywTKz0tAppOFaJqRGzkVzCe2k%3D%7Ctkp%3ABk9SR7z7pvD8YA",""," Giant Areva 7 speed Girls Bicycle 24” Inch MTB Mountain Bike SERVICED & CLEAN","","Bikes"
